Name,UOM,MRP,Selling Price,Quantity,Total MRP,Total SP,Image Url,Category
kelloggis froot loops,Piece,215,199,1,215,199,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
Kellogg's muesli fruitnut&seeds 72gm,Piece,60,58,4,240,232,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
Borges mini penne Rigate,Piece,160,149,1,160,149,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Kellogg's corn flakes 120gm,Piece,60,58,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
dabur glucon d plus,Piece,280,140,2,560,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
glucon d instant energy 1kg,Piece,280,180,2,560,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
Del Monte pasta 450gm,Piece,160,99,11,1760,1089,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
5 star sevai,Piece,25,20,34,850,680,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Snacks & Packaged Foods
spotzero green scrubbe-l,Piece,15,13,191,2865,2483,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
spotzero Utensil scrubber,Piece,10,10,194,1940,1940,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Gala Sponge Scrubber,Piece,35,30,-5,-175,-150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya baby powder with baby soap,Piece,204,199,1,204,199,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Lal tail 50ml,Piece,75,70,5,375,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Lal Tail 100ml,Piece,150,145,6,900,870,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur lal tail200ml,Piece,240,230,3,720,690,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby cream 100gm,Piece,215,205,6,1290,1230,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby cream 50g,Piece,100,95,1,100,95,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby lotion 100ml,Piece,124,120,5,620,600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's Baby powder 400gm,Piece,340,321,1,340,321,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya baby massage oil 200ml,Piece,240,220,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby oil25ml,Piece,25,25,1,25,25,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby oil50ml,Piece,75,71,4,300,284,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby oil 100ml,Piece,150,145,8,1200,1160,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby oil 200ml,Piece,270,260,5,1350,1300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby hair oil 200ml,Piece,260,249,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby powder 200gm,Piece,230,219,9,2070,1971,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby powder 100gm,Piece,125,120,9,1125,1080,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby powder 25gm,Piece,30,30,6,180,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby powder 50gm,Piece,65,60,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby shampoo 100ml,Piece,120,115,5,600,575,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby shampoo 50ml,Piece,70,65,3,210,195,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby lotion 50ml,Piece,60,55,11,660,605,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby soap 25gm,Piece,20,20,10,200,200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby soap 50gm,Piece,50,48,10,500,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby soap 75gm,Piece,70,65,17,1190,1105,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Johnson's baby soap 150gm,Piece,135,130,6,810,780,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Himalaya baby lotion 100ml,Piece,115,109,9,1035,981,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper xl 5pants,Piece,90,85,9,810,765,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper L 9-14,Piece,99,85,1,99,85,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine Diaper M 6-11kg,Piece,93,87,6,558,522,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine Diaper NB 11,Piece,99,89,9,891,801,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper S 4-8 kg,Piece,99,89,5,495,445,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Pampers xxl 15-25kg,Piece,120,109,4,480,436,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers xl 12-17 kg,Piece,117,112,4,468,448,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers L 9-14kg,Piece,98,95,8,784,760,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers S 4-8kg,Piece,93,89,9,837,801,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers NB UP TO 5KG,Piece,399,349,2,798,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers new  S 4-8kg,Piece,374,349,2,748,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Sanitary pads 290mm,Piece,150,120,8,1200,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sanitary pads 290mm,Piece,70,60,9,630,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sanitary pads xl290mm,Piece,50,46,46,2300,2116,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice xl 12pads,Piece,75,71,10,750,710,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper xl 6pads,Piece,45,43,13,585,559,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice 6pads reg.,Piece,37,35,14,518,490,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Pro-ease 6pads,Piece,40,39,70,2800,2730,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine dry comfort xl 6 pads,Piece,38,37,13,494,481,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
nine xl 6 pads,Piece,40,39,15,600,585,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Stayfree secure xl 6,Piece,42,40,14,588,560,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
stayfree dry-max 16,Piece,190,175,1,190,175,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Stayfree advanced ultra comfort xl,Piece,185,175,2,370,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Stayfree advanced xxl 7,Piece,110,99,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Stayfree secure xxl 6,Piece,50,49,12,600,588,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
ultra whisper soft,Piece,70,65,2,140,130,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper xxxl 4pads,Piece,37.5,35,1,37.5,35,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper xxl 6pads,Piece,150,145,4,600,580,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper xxl 3pads,Piece,80,75,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
new whisper xxl 6 pads,Piece,55,52,20,1100,1040,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice xxl 16pads,Piece,150,140,4,600,560,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice ultra xl 20pads,Piece,160,150,11,1760,1650,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice ultra xl 10pads,Piece,70,65,7,490,455,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice ultra 40pads xl,Piece,320,310,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice xl 33+3 pads,Piece,240,225,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
ultra whisper xl 15pads,Piece,175,165,1,175,165,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
ultra whisper xl 30pads,Piece,350,325,1,350,325,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper choice xl 18pads,Piece,120,109,5,600,545,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
stayfree secure xl 18,Piece,124,120,6,744,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
nine xl 16pads,Piece,100,95,4,400,380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine Naturally soft xl16 pads,Piece,100,89,2,200,178,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine B2G1 180,Piece,180,170,-2,-360,-340,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Nine Naturally Soft B2G1,Piece,90,85,4,360,340,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Nine Naturally soft xxl 6 pads,Piece,45,43,14,630,602,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
nine ultra thin xl 6pads,Piece,45,43,11,495,473,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine Ultra thin xl15 pads,Piece,120,110,7,840,770,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sofy bodyful pro xl6,Piece,45,43,3,135,129,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper ultra xl 6 pads,Piece,65,60,4,260,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper bindazz night xxl15 pads,Piece,235,221,3,705,663,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
whisper bindazzz night xxl 16pads,Piece,370,349,1,370,349,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Pampers L9-14,Piece,350,325,1,350,325,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Pampers xl 12-17kg 22 pants,Piece,380,349,2,760,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
babyhug s4-8 kg 40 pants,Piece,399,349,2,798,698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper L9-14 30 pants,Piece,399,349,1,399,349,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper m6-11kg 32pants,Piece,374,349,3,1122,1047,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Nine diaper s4-8 40 pants,Piece,399,349,10,3990,3490,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
colgate maxfresh 300gm,Piece,265,255,3,795,765,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate Total 150gm,Piece,220,215,21,4620,4515,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate strong teeth 300gm,Piece,200,195,17,3400,3315,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate Strong teeth 500gm,Piece,310,305,3,930,915,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
colgate maxfresh mouthwash 250ml,Piece,185,180,4,740,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate maxfresh freshment mouthwash 250ml,Piece,185,180,1,185,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Sensodyne fresh mint 150gm,Piece,252,245,5,1260,1225,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne Fresh gel 150gm,Piece,252,245,10,2520,2450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
vicco vajradanti 200gm,Piece,141,135,4,564,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Colgate maxfresh charcoal 130gm,Piece,172,165,8,1376,1320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
colgate cibaca 175gm,Piece,71,70,12,852,840,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali dant kanti 300gm,Piece,175,170,5,875,850,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh gel 40+10gm,Piece,95,90,7,665,630,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh gel 40gm,Piece,84.5,82,8,676,656,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne rapid Relief 40gm,Piece,107,102,14,1498,1428,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne deep clean 70gm,Piece,150,145,1,150,145,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne deep clean 40gm,Piece,100,95,10,1000,950,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh gel 40gm,Piece,84.5,82,3,253.5,246,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne repair&protect 100gm,Piece,270,260,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh gel 150gmm,Piece,252,245,1,252,245,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh mint 40+10gm,Piece,95,93,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh mint 40gm,Piece,84,82,9,756,738,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh gel 75gm,Piece,140,135,13,1820,1755,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne fresh mint 75gm,Piece,124,120,23,2852,2760,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne pronamel 40gm,Piece,95,92,10,950,920,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
sensodyne pronamel 70gm,Piece,140,135,10,1400,1350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali dant kanti 100gm,Piece,65,60,5,325,300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
patanjali dant kanti rs10,Piece,10,10,23,230,230,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali Dant kanti rs20,Piece,20,20,16,320,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali dant kanti nat 100gm,Piece,56,52,9,504,468,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali Dant kanti 200gm,Piece,120,110,16,1920,1760,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali dant kanti 200gm free TB,Piece,120,115,4,480,460,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Patanjali dant kanti 200gm free TB,Piece,120,115,32,3840,3680,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Babool 175gm,Piece,73,73,2,146,146,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Babool 175gm free TB,Piece,64,60,15,960,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Babool 100gm,Piece,30,30,13,390,390,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Babool 60gm,Piece,20,20,59,1180,1180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Babool 350gm,Piece,141,135,18,2538,2430,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
colgate maxfresh 150gm,Piece,138,135,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Lal Dant manjan 100gm,Piece,75,71,7,525,497,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Pears soft& fresh 125gm,Piece,95,91,8,760,728,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
pears orig.glycerin bar 100gm,Piece,50,48,11,550,528,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
pears original glycerine 75gm,Piece,53,51,14,742,714,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
santoor exclusive pack 450gm,Piece,180,175,13,2340,2275,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
pears original glycerine 125Ãâ3,Piece,203,196,7,1421,1372,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
Dove serum bar 125Ãâ3,Piece,325,315,11,3575,3465,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
dabur lal 50gm,Piece,40,38,10,400,380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
pears soft &fresh 125Ãâ3,Piece,580,551,2,1160,1102,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Colagate Herbal 100gm,Piece,93,90,14,1302,1260,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Beverages
Colgate Harbal 200gm,Piece,156,152,11,1716,1672,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
fiama gel bar 375gm,Piece,265,255,1,265,255,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur red rs10,Piece,10,10,11,110,110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur red 100gm,Piece,69,65,33,2277,2145,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur Red 200gm,Piece,153,150,4,612,600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
liril lime125Ãâ4,Piece,255,249,11,2805,2739,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Dabur Red 300gm,Piece,229,224,2,458,448,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
hamam pure neem oil 150Ãâ4,Piece,235,230,1,235,230,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur red free 2+1,Piece,300,270,10,3000,2700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Dabur red 300gm free TB,Piece,204,199,20,4080,3980,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate vedshakti 100gm,Piece,95,90,1,95,90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
pears original glycerine pure& gentle300gm,Piece,156,150,8,1248,1200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Household & Cleaning
Colgate vedahakti 140gm,Piece,95,91,6,570,546,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate vedshakti 200gm,Piece,175,170,2,350,340,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate strong teeth rs20,Piece,20,20,5,100,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
margo neem 400gm,Piece,160,155,5,800,775,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
Colgate Strong teeth 200gm,Piece,130,125,1,130,125,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate Strong Teeth 150gm,Piece,99,95,3,297,285,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate Strong teeth 100gm,Piece,70,68,7,490,476,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate maxfresh 81gm,Piece,79,75,12,948,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
fiama gel bar 125Ãâ4,Piece,452,440,2,904,880,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
Colgate maxfresh rs10,Piece,10,10,14,140,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Personal Care & Health
closeup rs20,Piece,20,20,4,80,80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png,Puja Needs & General
