Name,UOM,MRP,Selling Price,Quantity,Total MRP,Total SP,Image Url
glimmer 100gm,Piece,25,24,38,950,912,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
jolly rancher lollipops watermelon flavour,Piece,5,5,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
no.1 500gm,Piece,40,38,16,640,608,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ariel Front Load 4kg+2kg Free liquid,Piece,1579,1499,1,1579,1499,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
protein wafer bar coffee 40g,Piece,80,60,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ariel Top Load 4kg+2kg Free Liquid,Piece,1449,1399,2,2898,2798,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
protein wafer bar chocolate 40g,Piece,80,70,4,320,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Trishul Ultra wash,Piece,300,249,5,1500,1245,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
protein wafer bar chees40g,Piece,80,70,8,640,560,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury dairy milk silk 52g,Piece,98,96,1,98,96,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero spin mop,Piece,1200,670,14,16800,9380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury dairy milk20g,Piece,20,20,7,140,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Milton Bathroom set,Piece,1115,599,2,2230,1198,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury dairy milk chocolate,Piece,45,45,4,180,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala smarty Spin Mop,Piece,1399,849,2,2798,1698,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury dairy milk chocolate 105g,Piece,98,96,1,98,96,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chitale soan papadi 200g,Piece,80,75,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Milton sweep wiper,Piece,200,179,4,800,716,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chitale soanpapadi mango flavour 200g,Piece,80,75,1,80,75,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Milton slender floor wiper 16inch,Piece,325,299,6,1950,1794,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chitale soan papdi orange flavoured,Piece,80,75,2,160,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
spotzero gajraj,Piece,160,149,5,800,745,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury five star 9.8g,Piece,5,5,16,80,80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala no dust broom,Piece,200,149,10,2000,1490,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury five star 18g,Piece,10,10,3,30,30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala No dust broom 2in1,Piece,310,249,8,2480,1992,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cadbury 5star 20g,Piece,10,10,7,70,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero sweep wiper,Piece,200,190,2,400,380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero floor & tile brush,Piece,280,249,2,560,498,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tong garden salted sunflower 30g,Piece,28,27,2,56,54,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero slender floor wiper,Piece,325,299,6,1950,1794,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero roof duster,Piece,260,229,3,780,687,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
britania treat rich cream choco flavoured waferd 55g,Piece,50,30,16,800,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
britania treat rich cream orange flavoured wafers 50g,Piece,45,30,-1,-45,-30,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero spin mop rod,Piece,360,310,3,1080,930,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Paper cup 85ml,Piece,65,50,11,715,550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Paper cup big size,Piece,75,60,4,300,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Soft Safai Brush,Piece,200,149,11,2200,1639,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala T-Mop Refill,Piece,170,149,2,340,298,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala Mop refill,Piece,265,249,3,795,747,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero floor scrubber,Piece,125,110,1,125,110,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Sleek moppy,Piece,150,119,5,750,595,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala Chandra scrubbing brush,Piece,105,90,6,630,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero microfibre cloth,Piece,150,120,20,3000,2400,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
parco kitchen wiper,Piece,88,70,1,88,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero eco toilet brush double side,Piece,130,109,3,390,327,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero toilet brush oval,Piece,150,119,5,750,595,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Gala Dustpan,Piece,90,75,13,1170,975,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Bottel sponge with brush,Piece,90,75,2,180,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Toilet Brush Round,Piece,135,105,1,135,105,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero Multipurpose plunger,Piece,90,80,9,810,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero Multiparpose plunger big,Piece,105,90,5,525,450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero kaharta Plastic,Piece,135,120,2,270,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero toilet brush free cleaner,Piece,180,149,4,720,596,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero Pocha,Piece,60,50,3,180,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero ruf n tuff floor scrubber,Piece,125,110,5,625,550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero A.C Dustpan,Piece,100,80,4,400,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cinthol lime 375 gm,Piece,150,140,24,3600,3360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
santoor luxury soap 150gm,Piece,75,70,15,1125,1050,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
moitein 45ml,Piece,100,95,23,2300,2185,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero swish care bucket 18,Piece,435,349,4,1740,1396,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero orbit bucket 11,Piece,190,149,5,950,745,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Odomos 23gm,Piece,34,30,5,170,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Odomos 50gm,Piece,65,60,6,390,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero swish bucket 20,Piece,475,320,3,1425,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
odonil 50gm,Piece,59,55,11,649,605,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
odonil 50gm,Piece,59,55,10,590,550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pebble bucket 20,Piece,615,350,2,1230,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
hersheys choco milk delights milk chocolate with crunchies,Piece,10,10,52,520,520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
odonil lavender 50gm,Piece,59,55,11,649,605,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gowardhan peanut chikki25g,Piece,10,10,70,700,700,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
good knight refil fits 45ml,Piece,85,80,11,935,880,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
falaro fruba strawberry fruit bar15g,Piece,10,10,22,220,220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mortein power booster 10 coils,Piece,36,30,18,648,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
falero fruba mango fruit bar,Piece,10,10,7,70,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
good knight flash liquid 45ml,Piece,105,95,2,210,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
hersheys syrup chocolate flavour 30g,Piece,10,10,34,340,340,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oura air freshener 220ml,Piece,169,160,3,507,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chitale paneer 200gm,Piece,90,80,2,180,160,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
kashmiri mitha50g,Piece,26,24,2,52,48,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dhanasoun,Piece,25,24,35,875,840,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero new bucket 20,Piece,330,270,7,2310,1890,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oura freshly baked 220ml,Piece,169,160,3,507,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero eco bucket,Piece,270,199,5,1350,995,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline xl eraser dust free,Piece,5,5,8,40,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline grip pro,Piece,30,28,3,90,84,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oura floral bouquet 220ml,Piece,169,160,3,507,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Park Avenue Good morning 150ml,Piece,225,112.5,15,3375,1687.5,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline hi par lead,Piece,10,10,7,70,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oura beach bae220ml,Piece,169,160,2,338,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Spotzero bubble bucket 25,Piece,730,499,5,3650,2495,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
friendly notebook,Piece,45,40,1,45,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
friendly notebook,Piece,35,30,24,840,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Yardley London Daffodil 150ml,Piece,225,180,5,1125,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
odonil sandal bouquet 220ml,Piece,169,160,21,3549,3360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
friendly notebook,Piece,20,15,5,100,75,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
wild stone b1g1 combo,Piece,498,249,1,498,249,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel sketch pen,Piece,75,70,3,225,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
wild stone ultra sensual,Piece,225,175,1,225,175,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline writing kit,Piece,20,18,47,940,846,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fiama japanese 375 gm,Piece,314,304,5,1570,1520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver sporting club,Piece,230,200,1,230,200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline white glue22g,Piece,10,10,84,840,840,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver hamilton,Piece,230,195,1,230,195,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fiama japanese 375 gm,Piece,314,304,5,1570,1520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver caliber hamilton,Piece,230,195,1,230,195,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver champ 165 ml,Piece,230,200,4,920,800,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lifebuoy lemon 125Ã7gm,Piece,370,351,10,3700,3510,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver royal Qud,Piece,230,190,4,920,760,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
denver saxe,Piece,230,190,3,690,570,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline scale 30cm,Piece,12,12,4,48,48,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
park Avenue cool blue 500gm,Piece,240,225,9,2160,2025,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin scholar pro,Piece,350,345,4,1400,1380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fiama blue berry 375gm,Piece,314,290,9,2826,2610,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline scale 15cm,Piece,50,5,3,150,15,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fiama goji berry 375gm,Piece,314,290,5,1570,1450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline scholar essential,Piece,75,70,2,150,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camline scholar draft,Piece,100,95,2,200,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cinthol cool 500gm,Piece,224,212,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin scholar draft mathematical drawing instrument,Piece,100,95,2,200,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin scholar box,Piece,100,95,2,200,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin scholar plus,Piece,200,195,7,1400,1365,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Kerala sandal soap 450gm,Piece,340,330,6,2040,1980,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin scholar,Piece,145,140,9,1305,1260,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
apsara colour pencil 24shades,Piece,120,115,1,120,115,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gold 125gm,Piece,90,85,3,270,255,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel poster colours,Piece,210,205,5,1050,1025,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel poster colours 6shades,Piece,100,95,6,600,570,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Himalaya neem & turmeric soap 75Ã4gm,Piece,141,130,4,564,520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel poster colour 18shade,Piece,265,260,2,530,520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel oil pastels,Piece,40,38,7,280,266,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
no.1 sandal turmeric 500gm,Piece,145,135,4,580,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
oil pastels 15shade,Piece,60,55,5,300,275,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sketch pen 12shades,Piece,30,28,5,150,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
no.1 lime aloe vera 500gm,Piece,145,135,22,3190,2970,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel wax crayons,Piece,10,10,10,100,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fogg paradise,Piece,225,195,3,675,585,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel oil pastels 25shades,Piece,98,95,1,98,95,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fogg marco,Piece,225,195,1,225,195,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
get real sandal wood 500gm,Piece,115,100,9,1035,900,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Wipro garnet,Piece,240,235,12,2880,2820,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
get real neem 500gm,Piece,115,100,6,690,600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fogg napoleon,Piece,225,175,6,1350,1050,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel oil pastels cryons,Piece,120,115,3,360,345,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin modelling clay,Piece,35,30,4,140,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
santoor fresh skin lime 500gm,Piece,165,156,26,4290,4056,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fogg royal,Piece,225,175,11,2475,1925,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin modelling clay100g,Piece,65,60,12,780,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vanesa touche,Piece,175,150,8,1400,1200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel colour pencils 12shade,Piece,60,58,7,420,406,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dettol lime cool 400gm,Piece,154,143,5,770,715,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
set wet charm avatar,Piece,250,160,1,250,160,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin colour pencils12shades,Piece,29,25,14,406,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
kinder creamy,Piece,25,24,36,900,864,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dettol lcy cool 500gm,Piece,195,185,2,390,370,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin fine tip perment market,Piece,10,10,9,90,90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin bold e market,Piece,20,20,6,120,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin bold e marker,Piece,20,20,5,100,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin white board market,Piece,20,20,6,120,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
medimix 75Ã6 gm,Piece,190,180,14,2660,2520,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin supreme hd pencils,Piece,70,65,43,3010,2795,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
glimmer 500gm,Piece,115,100,26,2990,2600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
santoor 400gm,Piece,150,140,11,1650,1540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim liquid,Piece,20,19,54,1080,1026,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ariel machine expert top load4kg,Piece,1150,1050,2,2300,2100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim super value pack 4Ã200,Piece,81,75,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ariel power gel top load and semi auto3kg,Piece,469,465,1,469,465,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Vim maha tub 500gm,Piece,60,55,39,2340,2145,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana ashok sundari 90gm,Piece,100,95,5,500,475,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
godrej fab liquid detergent 950ml,Piece,99,94,5,495,470,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana shahibag 90gm,Piece,100,80,11,1100,880,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ariel power gel top load and semi auto 500g,Piece,149,144,3,447,432,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim 3Ã90+90gm,Piece,30,27,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ariel power gel front load 1kg,Piece,235,230,1,235,230,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim 140gm,Piece,10,10,35,350,350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tide matic top load 1kg,Piece,169,165,3,507,495,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chatrapati samrani cup,Piece,60,40,40,2400,1600,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
surf excel matic top load4kg,Piece,830,825,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
quality detergent bar 180gm,Piece,10,8,58,580,464,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vim liquid 500ml,Piece,99,95,12,1188,1140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
trishul dishwash bar 4Ã125gm,Piece,40,30,81,3240,2430,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lifebuoy germ 125Ã4,Piece,180,170,5,900,850,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana era 90gm,Piece,100,80,12,1200,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
giffy liquid combo 500ml,Piece,192,186,11,2112,2046,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
trishul dishwash tub 500gm,Piece,65,55,92,5980,5060,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lifebuoy lime 500gm,Piece,155,147,2,310,294,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana mallikarjun 90gm,Piece,90,70,6,540,420,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
giffy liquid detergent 120ml,Piece,15,15,63,945,945,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Rin Bright Like New 500g,Pc,33,33,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/scaled_image_picker4545105215330669233.jpg
hem haveli 90gm,Piece,65,45,13,845,585,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
