Name,UOM,MRP,Selling Price,Quantity,Total MRP,Total SP,Image Url
gajgauri mango pickle 1kg,Piece,250,125,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette series 25gm,Piece,49,45,1,49,45,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ariel Power gel TL 900gm,Piece,149,142,2,298,284,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ram bandu mango pickle 1kg,Piece,262,255,5,1310,1275,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette foam regular 50gm,Piece,95,90,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Safe wash matic Liquid 2L FL,Piece,490,380,2,980,760,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel creative kit,Piece,49,46,26,1274,1196,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ariel Power gel FL 900gm,Piece,169,159,10,1690,1590,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camlin colour pencil 24shades,Piece,120,115,4,480,460,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Ariel Power Gel 3Kg TL,Piece,469,459,-1,-469,-459,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel art kit,Piece,99,95,21,2079,1995,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette regular 70gm,Piece,80,70,7,560,490,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
apsara modeling clay 12shades,Piece,100,95,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pounds dhup stick 100gm,Piece,80,50,1,80,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette 30gm,Piece,45,40,6,270,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette lime 70gm,Piece,80,70,1,80,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
aroma pink dhup 90gm,Piece,80,45,3,240,135,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
park Avenue 84gm,Piece,75,70,3,225,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
park Avenue 84gm,Piece,75,70,1,75,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
aroma blue dhup 90gm,Piece,80,45,6,480,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
old spice original 70gm,Piece,80,70,1,80,70,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mogara dhup 100gm,Piece,80,45,2,160,90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
chandan dhup 100gm,Piece,80,45,1,80,45,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel oil pastels 50shaded,Piece,188,180,3,564,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Garnier color 70ml,Piece,229,215,8,1832,1720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
aroma yellow dhup,Piece,80,45,5,400,225,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders Anti-dandruff 500ml,Piece,499,489,2,998,978,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
apsara designer kits,Piece,199,192,17,3383,3264,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
streax creme hair colour 25ml,Piece,80,70,4,320,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
aroma orange dhup 90gm,Piece,80,45,4,320,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel drawing kit,Piece,149,155,16,2384,2480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&Shoulders 2in1 S+C 340ml,Piece,560,549,2,1120,1098,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
aroma green dhup 90gm,Piece,80,45,4,320,180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
streax creme hair colour 25ml,Piece,90,85,5,450,425,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
apsara funata kit,Piece,100,95,7,700,665,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
rose dhup 100gm,Piece,80,45,3,240,135,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 S+C Anti hairfall 340ml,Piece,560,545,2,1120,1090,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 7in1 340ml,Piece,525,515,4,2100,2060,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
super vasmol 50ml,Piece,35,30,12,420,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
kasturi dhup 100gm,Piece,80,45,-2,-160,-90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 S+C Act protect 340ml,Piece,560,549,2,1120,1098,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gugal dhup 100gm,Piece,80,45,2,160,90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
gillette guard 1n,Piece,15,15,32,480,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders Anti-Hairfall 340ml,Piece,420,409,1,420,409,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ravimagic chakali masala50g,Piece,33,30,68,2244,2040,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
godrej selfie shampoo 10ml,Piece,15,15,16,240,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Patanjali Kesh kanti hair cleanser 450ml,Piece,180,170,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
casper natural agarbatti,Piece,66,40,2,132,80,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samadhan chivada masala100g,Piece,65,60,28,1820,1680,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Dabur Amla Hair oil 323ml,Piece,155,145,4,620,580,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
godrej black cream 11ml,Piece,15,15,32,480,480,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
alaukik maskmelon,Piece,15,15,1,15,15,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Navratna oil 450ml,Piece,349,299,1,349,299,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
prem dulhan hair henna 25gm,Piece,15,15,77,1155,1155,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale  zanznit kohalpuri  techa100g,Piece,35,30,3,105,90,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
mother receipe mango pickle,Piece,159,150,3,477,450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
solapuratil special nasale and suns shenga chutney 100g,Piece,50,45,8,400,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Streax blue hair serum 45ml,Piece,149,139,6,894,834,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
hem festival pack 354gm,Piece,149,140,1,149,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
solapuratil special nasale and suns shenga chatni100g,Piece,50,45,1,50,45,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
indulekha hairfall shampoo 180ml,Piece,306,295,2,612,590,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
managaldeep 314gm,Piece,199,199,7,1393,1393,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Tresemme smooth shampoo 180ml,Piece,228,220,3,684,660,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale and suns shenga chatni200g,Piece,95,90,3,285,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale jawas chatni 100g,Piece,45,40,6,270,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Oxy Veda Onion Shampo 650ml,Piece,399,385,5,1995,1925,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale karala chatni 100g,Piece,45,40,3,135,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch chana masala 100g,Piece,90,85,1,90,85,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Streax hair serum 45ml,Piece,135,130,14,1890,1820,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch garam masala 100g,Piece,107,100,1,107,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders conditioner 170ml,Piece,180,170,3,540,510,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch dal makhani masala 100g,Piece,80,75,3,240,225,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch sabzi masala,Piece,72,65,1,72,65,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch rajama masala,Piece,90,85,1,90,85,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
upwas pith 1kg,Piece,320,160,6,1920,960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sabudana nylon bulk,Piece,120,80,8,960,640,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch chiken masala,Piece,92,87,1,92,87,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana spray 100gm,Piece,75,55,12,900,660,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch briyani masala,Piece,90,85,1,90,85,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sabudana nylon 200gm,Piece,25,16,3,75,48,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
catch dal makhani masala 100g.,Piece,80,75,1,80,75,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
murmura 500gm,Piece,60,57,23,1380,1311,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
lohana luxury agarbatti 220gm,Piece,150,120,12,1800,1440,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders cool menthol 180ml,Piece,199,180,2,398,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders shampoo 180ml,Piece,235,230,4,940,920,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana ambari mutton fry,Piece,10,10,5,50,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana  sheer khurma mix 150g,Piece,120,115,1,120,115,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tata jaggery powder 500gm,Piece,110,90,3,330,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fortune beson 1kg,Piece,169,115,12,2028,1380,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
naag chap hing 50g,Piece,55,40,1,55,40,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
fortune beson 500gm,Piece,85,60,1,85,60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Everest tasteeto 12g,Piece,79,74,1,79,74,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Rishabh gold 900gm,Piece,95,62,-5,-475,-310,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
GM 250gm,Piece,75,65,41,3075,2665,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale kala tikhat masala200g,Piece,100,95,3,300,285,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
super sugar powder 1kg,Piece,65,55,45,2925,2475,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
multi grain chakli 500gm,Piece,140,120,12,1680,1440,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
nasale lasune khobra chatni100g,Piece,65,60,2,130,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 S+C 180ml,Piece,280,270,1,280,270,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel sago 1kg,Piece,105,75,2,210,150,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
banana chips 200gm,Piece,60,50,31,1860,1550,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana ambari  kohalpuri techha100g,Piece,32,30,2,64,60,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders lemon fresh shampoo,Piece,215,205,4,860,820,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
til gavran 100gm,Piece,35,30,24,840,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
camel sago 500gm,Piece,53,35,4,212,140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
til 200gm,Piece,75,55,25,1875,1375,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
rajgira 500gm,Piece,120,60,7,840,420,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 7in1 180ml,Piece,255,245,5,1275,1225,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Samrat besan 1kg,Piece,165,120,26,4290,3120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
til 200gm,Piece,75,55,13,975,715,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
double diamond 500gm,Piece,100,60,5,500,300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 180ml,Piece,235,220,2,470,440,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
rawa barik 1kg,Piece,55,44,4,220,176,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 S+C 180ml,Piece,265,250,1,265,250,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ravimagic Sunday special masala 200gm,Piece,109,95,29,3161,2755,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samrat sooji 500gm,Piece,45,27,33,1485,891,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
taaja sabudana 500gm,Piece,70,35,57,3990,1995,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 smooth&silky 180ml,Piece,280,270,2,560,540,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cook well padta masala 40gm,Piece,94,87,5,470,435,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 s+c cool menthol 180ml,Piece,280,270,5,1400,1350,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samrat sooji 1kg,Piece,83,54,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
byadagi mirachi 100gm,Piece,80,60,38,3040,2280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cookwell mixed herbs 40gm,Piece,94,87,5,470,435,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders smooth&silky conditioner 80ml,Piece,82,80,4,328,320,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
taaja sabudana 1kg,Piece,130,70,28,3640,1960,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
flying birds pineapple essence 28ml,Piece,44,40,7,308,280,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samrat rava 500gm,Piece,45,28,11,495,308,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders silky black shampoo 72ml,Piece,79,75,4,316,300,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders antihairfall shampoo 72ml,Piece,79,75,6,474,450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cookwell food strawberry flavour20ml,Piece,44,40,3,132,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samrat rava 1kg,Piece,83,42,-1,-83,-42,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
flying birds vaniila essence28ml,Piece,43,40,5,215,200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
byadagi mirachi 200gm,Piece,220,120,10,2200,1200,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
samrat maida 500gm,Piece,44,25,30,1320,750,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
cookwell butterscotch essence,Piece,53,49,1,53,49,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders lemon shampoo 72ml,Piece,89,85,6,534,510,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders cool menthol 72ml,Piece,79,75,7,553,525,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
rajgira 500gm,Piece,120,60,4,480,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pushpak apple green 100gm,Piece,32,30,8,256,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders smooth&silky 72ml,Piece,84,81,10,840,810,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
raj shree 1kg,Piece,100,60,2,200,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders neem 72ml,Piece,85,81,6,510,486,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pushpak lemon yellow 100gm,Piece,40,38,5,200,190,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
khobra kis 100gm,Piece,55,45,29,1595,1305,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 2in1 s+c 72ml,Piece,115,105,4,460,420,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
kurdai 200gm,Piece,80,60,33,2640,1980,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders 7in1 72ml,Piece,89,85,3,267,255,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pushpak kesari food colour 100gm,Piece,40,38,4,160,152,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tata solt 1kg,Piece,30,28,-29,-870,-812,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders oily Sticky deep  72ml,Piece,89,85,3,267,255,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
pushpak orange red food colour 100gm,Piece,40,38,2,80,76,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Head&shoulders cool menthol 2in1 s+c 72ml,Piece,115,109,1,115,109,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tata solt 1kg,Piece,120,99,22,2640,2178,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Dabur Vatika health shampoo 100ml,Piece,57,55,1,57,55,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
patanjali lodised salt 1kg,Piece,22,18,39,858,702,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
shajeere50gm,Piece,90,65,15,1350,975,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
crystal salt 1kg,Piece,20,18,6,120,108,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Dabur vatika health shampoo 180ml,Piece,149,140,-1,-149,-140,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Patanjali kesh kanti 180ml,Piece,120,110,2,240,220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tata solt sendha 1kg,Piece,65,60,-3,-195,-180,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
shahajeere 25gm,Piece,45,35,6,270,210,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene lively shampoo 90ml,Piece,75,71,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
topline crystal salt 1kg,Piece,22,20,18,396,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene pro.v+vit c 200ml,Piece,175,170,0,0,0,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dink 100gm,Piece,45,36,11,495,396,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
patanjali iodised salt 1kg,Piece,22,20,33,726,660,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
dink50gm,Piece,25,19,31,775,589,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene pro-v+vit B conditioner 100ml,Piece,105,99,3,315,297,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ajino moto50gm,Piece,20,15,3,60,45,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
suhana veg kolhapur 80gm rtc,Piece,50,47,6,300,282,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene pro-v+vit B conditioner 200ml,Piece,245,240,1,245,240,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
ajino moto 100gm,Piece,50,30,12,600,360,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene pro-v+vit E conditioner 100ml,Piece,105,100,1,105,100,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Masala elaichi 50gm,Piece,200,160,34,6800,5440,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sabja bee 50gm,Piece,28,20,11,308,220,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Laxmi soda,Piece,10,10,5,50,50,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantine pro-v + vit E conditioner 200ml,Piece,245,240,3,735,720,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
sabja bee 100gm,Piece,56,39,1,56,39,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vilaychi 10gm,Piece,60,45,10,600,450,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene silky smooth shampoo 75 mL,Piece,75,71,3,225,213,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
tejpan 25gm,Piece,15,10,12,180,120,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
Pantene deep repair sampoo 180ml,Piece,175,170,1,175,170,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
vilaychi 25gm,Piece,150,113,4,600,452,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
limbusatab100gm,Piece,40,20,8,320,160,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
limbusatva50gm,Piece,20,10,43,860,430,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
shahajeere 25gm,Piece,45,35,67,3015,2345,https://mbtegbgsvxbefyzyxlyr.supabase.co/storage/v1/object/public/user-data/groceries.png
